zzzsSt,vrsta,oe,tip,sifOe,naziv,naslov,posta,tel,splStran,popravljeno
4702910,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"KOPRIVEC, DRUŽINSKA MEDICINA, D.O.O.",PODREBER 12 C,1355 POLHOV GRADEC,04 518 06 04,https://www.koprivec-druzinskamedicina.si/,2021-03-10T07:50:33Z
4234273,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"MEDIM, AMBULANTA DRUŽINSKE MEDICINE IN OSTALE STORITVE, D.O.O.",RETEČE 154,4220 ŠKOFJA LOKA,04 511 17 17,www.medim.si,2021-03-10T07:50:24Z
5088574,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"S-MEDICUS, DRUŽBA ZA ZDRAVSTVENO, SVETOVALNO IN STORITVENO DEJAVNOST, D.O.O.",BLEJSKA CESTA 10,4290 TRŽIČ,04 592 51 31,,2022-05-05T23:11:02Z
746564,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"SINOPSIS D.O.O., STORITVE, TRGOVINA IN ZASEBNA SPLOŠNA AMBULANTA",GORENJSKA ULICA 37,4260 BLED,04 530 55 80,www.sinopsis.si,2021-03-10T07:49:53Z
8130250,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"SPLOŠNA IN DRUŽINSKA MEDICINA GORDANA ŠĆEPANOVIĆ, DR. MED.",KOPALIŠKA CESTA 7,4240 RADOVLJICA,059 751 750,https://scepanovic.si/,2021-03-19T00:11:10Z
5089140,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"VITALIJA, AMBULANTA SPLOŠNE MEDICINE, D.O.O., KRANJ",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,04 238 01 84,www.ezdravnik.si/zdravnik/vitalija,2021-03-10T07:50:34Z
4342825,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"ZASEBNI ZDRAVSTVENI ZAVOD LILJANA KRIVEC SKRT, DR. MED.",CESTA SVOBODE 47 A,4260 BLED,,,2021-03-10T07:50:26Z
4223670,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"ZASEBNI ŠOLSKI DISPANZER JELKA HOSTNIK, DR. MED., SPEC. ŠOL. MED.",GOSPOSVETSKA ULICA 10,4000 KRANJ,04 208 21 41,www.zdravniki-zobozdravniki.net/clan/Jelka-HOSTNIK-943/,2021-03-10T07:50:22Z
4220733,Zasebni,OE KRANJ,"Družinski, otroški in šolski zdravnik",240000,"ZAVOD RR ŠKOFJA LOKA, ZASEBNI ZDRAVSTVENI ZAVOD",STARA CESTA 10,4220 ŠKOFJA LOKA,"04 51 51 151, 051 395 675",www.zavodrr.si,2021-12-28T00:11:41Z
729918,Zasebni,OE KRANJ,Fizioterapija,240000,"BELI MEDVED, STORITVENO IN TRGOVSKO PODJETJE D.O.O., RADOVLJICA",ZGORNJI OTOK 8,4240 RADOVLJICA,,https://www.belimedved.com/,2021-03-10T07:49:53Z
856830,Zasebni,OE KRANJ,Fizioterapija,240000,"FIZIOTERAPIJA TRŠAN, FIZIOTERAPIJA IN DRUGE STORITVE, D.O.O.",PIPANOVA CESTA 51 C,4208 ŠENČUR,05 906 16 00,https://www.fizioterapija-trsan.si/,2021-03-10T07:49:55Z
3248700,Zasebni,OE KRANJ,Fizioterapija,240000,KRAJNIK MIRJANA - FIZIOTERAPEVTKA,TRG SVOBODE 9,4226 ŽIRI,05 902 58 60,www.fizioterapijamirjanakrajnik.si,2021-03-10T07:50:08Z
337980,Zasebni,OE KRANJ,Fizioterapija,240000,"VITA CENTER, REKREACIJA, ZDRAVSTVENE STORITVE, TRGOVINA, ZASTOPSTVA, IZOBRAŽEVANJE, RAZVOJ IN PROIZVODNJA, D.O.O.",PIVKA 23 A,4202 NAKLO,04 251 95 60,https://vitacenter.si/fizioterapija/,2021-03-10T07:49:50Z
4244880,Zasebni,OE KRANJ,Fizioterapija,240000,ZASEBNA FIZIOTERAPIJA LEA OBLAK,TRATA 7,4224 GORENJA VAS,04 518 10 18,www.fizioterapijaleaoblak.si,2021-03-10T07:50:24Z
3769631,Zasebni,OE KRANJ,Fizioterapija,240000,ZASEBNA FIZIOTERAPIJA VALERIJA PRETNAR RAMOVŠ,RACOVNIK 29,4228 ŽELEZNIKI,04 510 06 60,http://www.fizioterapija-vpr.net/,2021-03-15T00:11:20Z
7253352,Zasebni,OE KRANJ,Lekarna,240000,"FARMACARE, LEKARNIŠKA DEJAVNOST D.O.O.",CESTA MARŠALA TITA 77,4270 JESENICE,04 586 58 50,https://lekarna-plavz.com/,2021-03-10T07:50:43Z
7436913,Zasebni,OE KRANJ,Lekarna,240000,LEKARNA DETELJICA D.O.O.,DETELJICA 10,4290 TRŽIČ,04 592 46 00,http://lekarnadeteljica.com/,2021-03-10T07:50:44Z
6454493,Zasebni,OE KRANJ,Lekarna,240000,"LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ MAG. FARM.",GLAVNI TRG 21,4000 KRANJ,04 236 17 10,www.lekarnaorel.si,2021-03-10T07:50:41Z
3935908,Zasebni,OE KRANJ,Lekarna,240000,LEKARNA SAVSKI OTOK - MARIJA AHAČIČ,STARA CESTA 25 B,4000 KRANJ,04 238 08 08,http://lekarna.savski-otok.si,2021-03-10T07:50:16Z
4015803,Zasebni,OE KRANJ,Lekarna,240000,"MAG. IRENA RUPNIK RAVNIHAR, MAG.FARM. - LEKARNA NAKLO",STARA CESTA 61,4202 NAKLO,(04) 257 88 90,https://www.implantoloski-center.si/lekarna-naklo/,2021-03-17T00:11:03Z
4122387,Zasebni,OE KRANJ,Lekarna,240000,MARTA POLJANŠEK ZUPAN LEKARNA BLED,LJUBLJANSKA CESTA 4,4260 BLED,,,2021-03-10T07:50:20Z
2855771,Zasebni,OE KRANJ,Lekarna,240000,"PRIMOŽIČ TAVČAR JANKA, MAG.FARM. LEKARNA MESTO - 37",SPODNJI TRG 8,4220 ŠKOFJA LOKA,04 506 21 00,https://lekarnamesto.si/,2021-03-10T07:49:57Z
3091090,Zasebni,OE KRANJ,Lekarna,240000,ŽBONTAR URŠKA - LEKARNA MLAKA,GOLNIŠKA CESTA 105,4000 KRANJ,04 204 91 70,http://lekarna-mlaka.si,2021-03-10T07:50:00Z
8468376,Zasebni,OE KRANJ,Patronaža,240000,IRENA KURALT - PATRONAŽNO VARSTVO IN ZDRAVSTVENA NEGA NA DOMU,TRATA 7,4224 GORENJA VAS,069 918 235,http://patronaza.si/clanice/oe-zzzs-kranj/irena-kuralt,2022-03-17T00:11:49Z
6243085,Zasebni,OE KRANJ,Patronaža,240000,MAJA KRAJNIK - PATRONAŽA,TRATA 7,4224 GORENJA VAS,"04 518 05 55, 031 238 944",http://patronaza.si/clanice/oe-zzzs-kranj/maja-krajnik,2021-03-10T07:50:40Z
6954685,Zasebni,OE KRANJ,Patronaža,240000,PATRONAŽNO VARSTVO KATJA DOLENC,RACOVNIK 29,4228 ŽELEZNIKI,"04 514 77 80, 041 964 691",http://patronaza.si/clanice/oe-zzzs-kranj/katja-dolenc,2021-03-10T07:50:43Z
3631949,Zasebni,OE KRANJ,Patronaža,240000,POŽAR ANDREJA - PATRONAŽNO VARSTVO,BLEIWEISOVA CESTA 6,4000 KRANJ,031 298 298,http://patronaza.si/clanice/oe-zzzs-kranj/andreja-pozar,2021-03-10T07:50:12Z
3435397,Zasebni,OE KRANJ,Patronaža,240000,RESMAN SF D.O.O. ZASEBNO PATRONAŽNO VARSTVO,ZAPUŽE 29 A,4275 BEGUNJE NA GORENJSKEM,041 644 661,http://patronaza.si/clanice/oe-zzzs-kranj/resman-sf-d-o-o-,2021-03-10T07:50:10Z
4457630,Zasebni,OE KRANJ,Patronaža,240000,"TRČEK MOJCA, DMS, PATRONAŽNO VARSTVO IN ZDRAVSTVENA NEGA BOLNIKOV NA DOMU",TRG SVOBODE 9,4226 ŽIRI,041 969 584,http://patronaza.si/clanice/oe-zzzs-kranj/mojca-trek,2021-03-10T07:50:29Z
7123922,Zasebni,OE KRANJ,Patronaža,240000,ZASEBNA ZDRAVSTVENA DELAVKA - PATRONAŽNA ZDRAVSTVENA NEGA ANITA FLISER JORDAN DIPL.MEDICINSKA SESTRA,RACOVNIK 29,4228 ŽELEZNIKI,"04 514 77 80, 041 225 144",http://patronaza.si/clanice/oe-zzzs-kranj/anita-fliser-jordan,2021-03-10T07:50:43Z
3632074,Zasebni,OE KRANJ,Patronaža,240000,ŠENK MATEJA - PATRONAŽNO VARSTVO,BLEIWEISOVA CESTA 6,4000 KRANJ,031 298 298,http://patronaza.si/clanice/oe-zzzs-kranj/mateja-senk,2021-03-10T07:50:12Z
3960208,Zasebni,OE KRANJ,Patronaža,240000,"ŠINKOVEC VALERIJA, DIPL. MED. SESTRA - PATRONAŽNO VARSTVO IN NEGA BOLNIKOV NA DOMU",TRG SVOBODE 9,4226 ŽIRI,040 375 173,http://patronaza.si/clanice/oe-zzzs-kranj/valerija-sinkovec,2021-03-10T07:50:16Z
3604093,Zasebni,OE KRANJ,Posebni zavod,240000,CENTER KORAK ZA OSEBE S PRIDOBLJENO MOŽGANSKO POŠKODBO,KIDRIČEVA CESTA 53,4000 KRANJ,,http://www.center-korak.si/domov2/,2021-03-10T07:50:12Z
3377135,Zasebni,OE KRANJ,Reševalni prevoz,240000,STORITVE PREVOZA BOLNIKOV TOMAŽ ŠTER S.P.,FRANKOVO NASELJE 128,4220 ŠKOFJA LOKA,041 762 862,spb-ster.si,2021-03-10T13:39:48Z
4983358,Zasebni,OE KRANJ,Socialni zavod,240000,SOCIALNOVARSTVENI ZAVOD TABER,ŠMARTNO 70,4207 CERKLJE NA GORENJSKEM,,http://www.domtaber.si/,2021-03-10T07:50:33Z
4507912,Zasebni,OE KRANJ,Socialni zavod,240000,"ZAVOD SVETEGA MARTINA ZA SOCIALNOVARSTVENO, ZDRAVSTVENO, VZGOJNO-IZOBRAŽEVALNO IN VZGOJNO-VARSTVENO DEJAVNOST",SREDNJA VAS V BOHINJU 33 A,4267 SREDNJA VAS V BOHINJU,,http://www.zavodsvetegamartina.si/domov.html,2021-03-10T07:50:30Z
4345087,Zasebni,OE KRANJ,Specialist,240000,"ANA VETERNIK DEBELJAK S.P., ZASEBNA INTERNISTIČNA KARDIOLOŠKA AMBULANTA",LIPNICA 2,4245 KROPA,082 058 788,https://kardioloskaambulanta.si/,2021-03-10T07:50:27Z
3125064,Zasebni,OE KRANJ,Specialist,240000,ANDERLE ALOJZIJA - ZASEBNA ORDINACIJA ZA GINEKOLGIJO IN PORODNIŠTVO,KOPALIŠKA CESTA 7,4240 RADOVLJICA,,www.ordinacija-anderle.si,2021-03-10T07:50:03Z
503338,Zasebni,OE KRANJ,Specialist,240000,"AZUR, ZDRAVSTVENI ZAVOD",ŽELEZNIŠKA ULICA 5,4248 LESCE,04 531 69 44,http://www.specialisti.si/index.php?id=53;https://www.cakalnedobe.si/ambulante/azur-zdravstveni-zavo,2021-03-10T07:49:51Z
6146832,Zasebni,OE KRANJ,Specialist,240000,DERMATOVENEROLOGIJA NATALIJA EVDAKOVA BODIROŽA,BLEIWEISOVA CESTA 16,4000 KRANJ,04 208 22 44,www.dermakranj.com,2021-03-10T07:50:40Z
805330,Zasebni,OE KRANJ,Specialist,240000,"DIAGNOSTIKA, GASTROENTEROLOŠKI CENTER, D.O.O.",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,04 208 21 62,www.diagnostika-kranj.si,2021-03-10T07:49:54Z
4349149,Zasebni,OE KRANJ,Specialist,240000,"DIAGNOSTIČNI CENTER AGATONOVIĆ, ZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",ROŽNA ULICA 44,4208 ŠENČUR,04 233 13 69,www.ultrazvok-kranj.si,2021-05-12T23:10:58Z
4246219,Zasebni,OE KRANJ,Specialist,240000,"EMOTIVA ZDRAVSTVENA DEJAVNOST, SVETOVANJE IN STORITVE, D.O.O.",VALJAVČEVA ULICA 27,4000 KRANJ,040 580 705,https://www.zdravniki-zobozdravniki.net/clan/Ziva-FORTIC-SMOLE-1065,2021-03-10T07:50:24Z
3470529,Zasebni,OE KRANJ,Specialist,240000,ESTETIKA FABJAN D.O.O. SPLOŠNA IN PLASTIČNA KIRURGIJA,POSLOVNA CONA A 32,4208 ŠENČUR,051 357 200,https://fabjan.si/ordinacijski-cas,2021-03-19T00:11:02Z
6492911,Zasebni,OE KRANJ,Specialist,240000,GINEKOLOGIJA STRAŽAR D.O.O.,HAFNERJEVO NASELJE 24,4220 ŠKOFJA LOKA,,www.ginekologija-strazar.si,2021-03-10T07:50:42Z
5415706,Zasebni,OE KRANJ,Specialist,240000,GROMED OTORINOLARINGOLOGIJA D.O.O.,ALJAŽEVA ULICA 6 A,2310 SLOVENSKA BISTRICA,05 905 49 99,www.gromed.si (v nastajanju),2021-03-10T07:50:35Z
4306622,Zasebni,OE KRANJ,Specialist,240000,OPTOMED OPTOMETRIJA IN TRGOVINA D.O.O.,STARA CESTA 16,4220 ŠKOFJA LOKA,04 511 17 12,https://optomed.si/,2021-03-10T07:50:25Z
4337263,Zasebni,OE KRANJ,Specialist,240000,"OČESNA AMBULANTA MAJDA VOLČINI KRUMPESTAR, DR.MED., SPEC.OFTALMOLOGIJE D.O.O.",GLAVNA CESTA 18,4202 NAKLO,04 257 12 43,www.očesna-ambulanta.si,2021-09-14T23:11:03Z
4373240,Zasebni,OE KRANJ,Specialist,240000,"OČESNI CENTER OPTIMIST, SPECIALISTIČNA AMBULANTNA ZDRAVSTVENA DEJAVNOST, D.O.O.",MALEŠEVA ULICA 36,1000 LJUBLJANA,04 236 44 80,http://ocesni-center.si,2021-03-10T07:50:28Z
3150495,Zasebni,OE KRANJ,Specialist,240000,REPOLUSK EDVARD - PSIHIATRIČNA AMBULANTA,GLAVNI TRG 21,4000 KRANJ,04 236 70 38,,2021-05-27T23:10:53Z
3193986,Zasebni,OE KRANJ,Specialist,240000,RESMAN JANEZ - ZASEBNA PSIHIATRIČNA ORDINACIJA,ŽELEZNIŠKA ULICA 10,4248 LESCE,04 530 22 50,https://dzdravje.si/janezresman/,2021-03-10T07:50:07Z
5651459,Zasebni,OE KRANJ,Specialist,240000,RODNA STORITVE ZA ZDRAVJE D.O.O.,ZASAVSKA CESTA 58 D,4000 KRANJ,,www.rodna.si,2021-03-10T07:50:36Z
4245031,Zasebni,OE KRANJ,Specialist,240000,TATJANA ŠOLAR - ZASEBNA ZDRAVNICA,GOSPOSVETSKA ULICA 10 A,4000 KRANJ,05 996 62 20,http://www.okulistika-solar.si/,2021-03-10T07:50:24Z
569799,Zasebni,OE KRANJ,Specialist,240000,VELOG ZDRAVSTVENI CENTER D.O.O.,CESTA JAKA PLATIŠE 21,4000 KRANJ,04 238 00 11,ambulanta-velog.com,2021-03-10T07:49:51Z
576572,Zasebni,OE KRANJ,Specialist,240000,"ZAVOD REVITA, CENTER ZA IZVENBOLNIŠNIČNO NEVROLOGIJO",HRASTJE 30,4000 KRANJ,04 20 21 066,https://www.zavodrevita.si,2021-03-10T07:49:51Z
4483473,Zasebni,OE KRANJ,Zobozdravnik,240000,2LEVA DENTALNA MEDICINA IN MEDIJI D.O.O.,VREČKOVA ULICA 3,4000 KRANJ,,www.ordinacija-belehar.si,2021-03-10T07:50:29Z
3079961,Zasebni,OE KRANJ,Zobozdravnik,240000,"A.S. LINEA, TRGOVINA, STORITVE, D.O.O.",POT NA LISICE 4,4260 BLED,,zobozdravstvo-bled.si,2021-03-10T07:49:59Z
3568571,Zasebni,OE KRANJ,Zobozdravnik,240000,"APEKS, KARDIOLOGIJA IN ZOBOZDRAVSTVO, D.O.O.",GORENJSKA CESTA 8,4240 RADOVLJICA,,,2021-03-10T07:50:12Z
6475639,Zasebni,OE KRANJ,Zobozdravnik,240000,"BIOZOBOZDRAVSTVO, ZOBOZDRAVSTVENE STORITVE D.O.O.",PREŠERNOVA ULICA 8,4240 RADOVLJICA,,https://www.zobozdravnik-bled.si/,2021-03-10T07:50:41Z
4540144,Zasebni,OE KRANJ,Zobozdravnik,240000,"BLAŽ KALAN, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,04 208 24 13,,2021-03-10T13:39:51Z
5831052,Zasebni,OE KRANJ,Zobozdravnik,240000,"BOBNAR MOJCA DR. DENT. MED., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA",FRANKOVO NASELJE 51,4220 ŠKOFJA LOKA,,www.zobozdravstvo-bobnar.si,2021-03-10T07:50:38Z
3109703,Zasebni,OE KRANJ,Zobozdravnik,240000,DEBELAK SIMONA - ZOBOZDRAVSTVENA ORDINACIJA,TEKSTILNA ULICA 17,4000 KRANJ,,https://www.simona-debelak.si/,2021-03-10T07:50:01Z
8455936,Zasebni,OE KRANJ,Zobozdravnik,240000,"DENT MEDICO TERAN, ZOBOZDRAVSTVENE STORITVE, D.O.O.",ZGORNJE DUPLJE 101 A,4203 DUPLJE,,,2021-12-02T00:11:49Z
3715291,Zasebni,OE KRANJ,Zobozdravnik,240000,"DENTA B, ZOBOZDRAVSTVENA DEJAVNOST IN OSTALE STORITVE, D.O.O.",PODLUBNIK 341,4220 ŠKOFJA LOKA,,http://ordinacija-denta-b.com,2021-03-10T13:39:48Z
5699657,Zasebni,OE KRANJ,Zobozdravnik,240000,"DIDENT, ZOBOZDRAVSTVENA DEJAVNOST D.O.O.",STARA CESTA 10,4220 ŠKOFJA LOKA,,https://www.zdravniki-zobozdravniki.net/clan/Diana-TERLEVIC-DABIC-1484/,2021-03-10T07:50:37Z
6635595,Zasebni,OE KRANJ,Zobozdravnik,240000,"DOBRAVEC D.O.O., STORITVE ZA ZDRAVJE, NARAVO IN KULTURO",KRANJSKA CESTA 27,4240 RADOVLJICA,04 533 75 22,zobna.dobravec.si,2021-03-10T07:50:42Z
3066330,Zasebni,OE KRANJ,Zobozdravnik,240000,"DOMICIJAN, POTOVALNA IN TURISTIČNA AGENCIJA TER ZOBOZDRAVSTVO, D.O.O.",PANTE 11,4000 KRANJ,,www.domicijan.si,2021-03-10T07:49:59Z
3063379,Zasebni,OE KRANJ,Zobozdravnik,240000,DR.PAVŠIČ ZOBOZDRAVSTVENA DEJAVNOST D.O.O.,LITIJSKA CESTA 43,1000 LJUBLJANA,04 515 11 30,https://www.zdravniki-zobozdravniki.net/clan/Diana-PAVSIC-1585/,2021-03-15T00:11:16Z
3125110,Zasebni,OE KRANJ,Zobozdravnik,240000,GRČAR MATEJA - ZOBOZDRAVSTVO,KOPALIŠKA CESTA 7,4240 RADOVLJICA,,https://www.zdravniki-zobozdravniki.net/clan/Mateja-GRCAR-1159/,2021-11-30T00:11:35Z
6156995,Zasebni,OE KRANJ,Zobozdravnik,240000,"IDENS, ZOBOZDRAVSTVENE STORITVE D.O.O.",SELIŠKA CESTA 3,4260 BLED,,www.zobna-ordinacija.si,2021-03-10T07:50:40Z
3275856,Zasebni,OE KRANJ,Zobozdravnik,240000,IMPLANTOLOŠKI CENTER D.O.O.,MLAŠKA CESTA 109,4000 KRANJ,,www.implantoloski-center.si,2021-03-10T07:50:09Z
3109779,Zasebni,OE KRANJ,Zobozdravnik,240000,"IZTOK KRIŽNAR, DR. DENT. MED. SPECIALIST STOMATOLOŠKE PROTETIKE",GOSPOSVETSKA ULICA 10 A,4000 KRANJ,,https://zobozdravnik-kriznar.si/,2021-03-10T07:50:01Z
3125138,Zasebni,OE KRANJ,Zobozdravnik,240000,JEŠE MATEJA - ZOBOZDRAVSTVO,BEGUNJSKA CESTA 7,4248 LESCE,,https://www.zobozdravstvena-jese.si/,2021-03-10T07:50:04Z
7376150,Zasebni,OE KRANJ,Zobozdravnik,240000,"JO-DENT, ZASEBNA ZOBNA AMBULANTA, JULA JOŠT, DR. DENT. MEDICINE",JOBSTOVA CESTA 22,4226 ŽIRI,,jo-dent.si,2021-03-10T07:50:44Z
5582899,Zasebni,OE KRANJ,Zobozdravnik,240000,"JUTA SIMONA PISK, DR. DENT. MED., ZASEBNA ŠOLSKA ZOBNA AMBULANTA",TRATA 7,4224 GORENJA VAS,,www.zobozdravnica-juta.si,2021-03-10T07:50:36Z
6615558,Zasebni,OE KRANJ,Zobozdravnik,240000,LC DENT ZOBOZDRAVSTVO D.O.O.,DOLINA 12,4248 LESCE,,www.zobozdravnik-cvetek.si,2021-03-10T07:50:42Z
4489797,Zasebni,OE KRANJ,Zobozdravnik,240000,"LE-AN DENT, ZASEBNA ZOBNA ORDINACIJA, D.O.O.",BLEJSKA CESTA 10,4290 TRŽIČ,,www.zobozdravstvo-marin.si,2021-03-10T07:50:30Z
3137980,Zasebni,OE KRANJ,Zobozdravnik,240000,MAJC MARTINA - ZOBOZDRAVSTVENA ORDINACIJA,GOSPOSVETSKA ULICA 10 A,4000 KRANJ,,http://www.slovenski-zobozdravniki.si/martina-majc,2021-03-10T07:50:05Z
4227273,Zasebni,OE KRANJ,Zobozdravnik,240000,"MARGITA ZUPANC PORENTA, DR. DENT. MED. ZASEBNA ZOBNA ORDINACIJA",SELO PRI ŽIROVNICI 8 A,4274 ŽIROVNICA,,zdravniki-zobozdravniki.net,2021-03-10T07:50:23Z
8113236,Zasebni,OE KRANJ,Zobozdravnik,240000,MARIJA UJEVIĆ ŠALKOVIĆ - ZOBOZDRAVSTVENA DEJAVNOST,RACOVNIK 29,4228 ŽELEZNIKI,,http://zobozdravstvo-salkovic.com/,2021-03-10T07:50:45Z
3193617,Zasebni,OE KRANJ,Zobozdravnik,240000,MARČUN MATEJA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,PIPANOVA CESTA 43,4208 ŠENČUR,,https://www.zdravniki-zobozdravniki.net/clan/Mateja-MARCUN-724/,2021-03-10T07:50:06Z
722539,Zasebni,OE KRANJ,Zobozdravnik,240000,"MEDIACOM, SVETOVALNO - TRGOVSKO PODJETJE KRANJ, D.O.O.",BLEIWEISOVA CESTA 6,4000 KRANJ,,https://mediacomkranj.wixsite.com/mediacomkranj,2021-03-10T07:49:53Z
4350285,Zasebni,OE KRANJ,Zobozdravnik,240000,MEL DENT ZASEBNE ZOBOZDRAVSTVENE IN DRUGE STORITVE D.O.O.,ULICA JULETA GABROVŠKA 19,4000 KRANJ,,http://www.slovenski-zobozdravniki.si/melita-franko,2021-03-15T00:11:23Z
3435198,Zasebni,OE KRANJ,Zobozdravnik,240000,"NAGLIDENT, DRUŽBA ZA ZOBOZDRAVSTVENE IN OSTALE STORITVE, D.O.O.",PREDILNIŠKA CESTA 6,4290 TRŽIČ,,,2021-03-10T07:50:10Z
4110908,Zasebni,OE KRANJ,Zobozdravnik,240000,"NAL, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",PODGORNIKOVA ULICA 1,1000 LJUBLJANA,,www.nal.si,2021-03-10T07:50:20Z
6297075,Zasebni,OE KRANJ,Zobozdravnik,240000,"ORTO4U, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",ULICA BRATOV KOMEL 25,1210 LJUBLJANA - ŠENTVID,,ORTO4U D.O.O.,2021-03-10T07:50:41Z
3112334,Zasebni,OE KRANJ,Zobozdravnik,240000,PAVLOVIĆ RADE - DOKTOR STOMATOLOGIJE,CESTA MARŠALA TITA 78,4270 JESENICE,,http://www.slovenski-zobozdravniki.si/rade-pavlovic,2021-03-10T07:50:02Z
1569138,Zasebni,OE KRANJ,Zobozdravnik,240000,"PREMI - LINK, INŽENIRING, D.O.O.",ULICA TOMA ZUPANA 33,4202 NAKLO,082 052 636,https://parodontologija-kranj.si/,2021-03-10T07:49:55Z
4384485,Zasebni,OE KRANJ,Zobozdravnik,240000,"PRENADENT, ZOBOZDRAVSTVENE STORITVE D.O.O.",DRAGA 1,1292 IG,,www.prenadent.si,2021-03-10T07:50:28Z
3125050,Zasebni,OE KRANJ,Zobozdravnik,240000,"PRIVATNA ZOBNA ORDINACIJA RENATA AMBROŽIČ ČOP, DR. DENT. MED.",PREŠERNOVA CESTA 52,4260 BLED,04 576 74 00,www.zobozdravnik-bled.com,2021-03-10T07:50:03Z
3645080,Zasebni,OE KRANJ,Zobozdravnik,240000,RAN ZOBOZDRAVSTVENA DEJAVNOST D.O.O.,RETEČE 205,4220 ŠKOFJA LOKA,,,2021-03-10T07:50:13Z
3631784,Zasebni,OE KRANJ,Zobozdravnik,240000,"ROK-LAB, ZOBOZDRAVSTVO, D.O.O.",TRATA 7 A,4224 GORENJA VAS,,,2021-03-10T07:50:12Z
3583211,Zasebni,OE KRANJ,Zobozdravnik,240000,ROTAR TOMAŽ - ZOBOZDRAVSTVENA ORDINACIJA,PREŠERNOVA ULICA 6,4240 RADOVLJICA,,https://www.zobozdravnik.si/,2021-03-16T00:11:03Z
797024,Zasebni,OE KRANJ,Zobozdravnik,240000,"SANOS, ZOBOZDRAVSTVENE STORITVE, D.O.O.",GREGORČIČEVA ULICA 10,4000 KRANJ,,http://www.sanjakrajnik.si,2021-03-12T00:11:24Z
3110927,Zasebni,OE KRANJ,Zobozdravnik,240000,SLAVEC TOMAŽ - SPECIALIST ORALNE KIRURGIJE,VIDEMCE 10,4201 ZGORNJA BESNICA,,www.zob-slavec.si,2021-03-10T07:50:01Z
3578840,Zasebni,OE KRANJ,Zobozdravnik,240000,"STARDENT, ZOBOZDRAVSTVENE STORITVE, TRGOVINA IN POSREDNIŠTVO D.O.O.",TRG SVOBODE 9,4226 ŽIRI,,,2021-03-10T07:50:12Z
5772178,Zasebni,OE KRANJ,Zobozdravnik,240000,"STAŠA MELINK, DR.DENT. MED., SPEC. ČELJUSTNE IN ZOBNE ORTOPEDIJE - ZASEBNA ORTODONTSKA ORDINACIJA",KOPALIŠKA CESTA 7,4240 RADOVLJICA,04 531 22 52,www.ortodontinja.si,2021-03-10T07:50:37Z
3111953,Zasebni,OE KRANJ,Zobozdravnik,240000,"STRAŽIŠAR RADIĆ TANJA - PRIVATNA ZOBNA ORDINACIJA, ZOBOZDRAVSTVO ZA ODRASLE",CESTA MARŠALA TITA 78,4270 JESENICE,,http://www.tsrzobozdravstvo.si/,2021-03-10T07:50:02Z
4348572,Zasebni,OE KRANJ,Zobozdravnik,240000,TINA DENT ZOBOZDRAVSTVENE STORITVE ZA OTROKE IN MLADINO D.O.O.,PUŠTAL 108,4220 ŠKOFJA LOKA,,https://www.zdravniki-zobozdravniki.net/clan/Tina-HERLEC-STURM-1256/,2021-03-10T07:50:27Z
5573424,Zasebni,OE KRANJ,Zobozdravnik,240000,"TRITRG, TRGOVINA IN POSREDNIŠTVO, D.O.O.",TIVOLSKA CESTA 48,1000 LJUBLJANA,,,2021-03-10T07:50:36Z
5512710,Zasebni,OE KRANJ,Zobozdravnik,240000,"V&V DENT, ZOBOZDRAVSTVENE STORITVE, D.O.O.",STARA CESTA 10,4220 ŠKOFJA LOKA,,https://vvdent.si/,2021-03-10T07:50:36Z
4253787,Zasebni,OE KRANJ,Zobozdravnik,240000,VIAL ZOBOZDRAVSTVENE STORITVE D.O.O.,GABRŠČKOVA ULICA 91,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Aleksandra-VIDRIH-1115/,2021-03-10T13:39:50Z
3125215,Zasebni,OE KRANJ,Zobozdravnik,240000,ZAJŠEK PETER - ZOBOZDRAVSTVO,MLADINSKA CESTA 1,4260 BLED,,http://zobna-ordinacija-bled.si/,2021-03-10T07:50:04Z
4226310,Zasebni,OE KRANJ,Zobozdravnik,240000,ZAPLOTNIK KRALJ KSENIJA ZASEBNA ZOBNA ORDINACIJA,BEGUNJSKA CESTA 2,4290 TRŽIČ,,https://www.zdravniki-zobozdravniki.net/clan/Ksenija-ZAPLOTNIK-KRALJ-996/,2021-03-10T07:50:23Z
