cityZZZS,addressZZZS
8270 KRŠKO,KOVINARSKA ULICA 13
8270 KRŠKO,POT NA POLŠCO 21
8270 KRŠKO,RAVNI 16
8270 KRŠKO,SREMIČ 15
8270 KRŠKO,ULICA ILIJE GREGORIČA 18 A
8270 KRŠKO,ŠOLSKA ULICA 1
8272 ZDOLE,PLETERJE 24
8273 LESKOVEC PRI KRŠKEM,ULICA STANETA ŽAGARJA 4
8273 LESKOVEC PRI KRŠKEM,VELIKI PODLOG 20
8274 RAKA,DOLGA RAKA 19
8275 ŠKOCJAN,ŠKOCJAN 67
8280 BRESTANICA,LIKARJEVA ULICA 12
8290 SEVNICA,DROŽANJSKA CESTA 68
8290 SEVNICA,DROŽANJSKA CESTA 90
8290 SEVNICA,TRG SVOBODE 14
8290 SEVNICA,TRG SVOBODE 9
8293 STUDENEC,ARTO 13
8293 STUDENEC,PONIKVE PRI STUDENCU 24
8294 BOŠTANJ,LUKOVEC 1 C
8296 KRMELJ,KRMELJ 53
8310 ŠENTJERNEJ,PRVOMAJSKA CESTA 5
8310 ŠENTJERNEJ,TRUBARJEVA CESTA 5
8311 KOSTANJEVICA NA KRKI,LJUBLJANSKA CESTA 16
8311 KOSTANJEVICA NA KRKI,ČRNEČA VAS 6
8330 METLIKA,CESTA BRATSTVA IN ENOTNOSTI 71
8330 METLIKA,MESTNI TRG 16
8340 ČRNOMELJ,BEVKOVA ULICA 2
8340 ČRNOMELJ,DELAVSKA POT 4
8340 ČRNOMELJ,MAJER 7
8340 ČRNOMELJ,ULICA 21. OKTOBRA 19 C
8340 ČRNOMELJ,ULICA NA PRISTAVAH 1
8340 ČRNOMELJ,ULICA OTONA ŽUPANČIČA 3
8340 ČRNOMELJ,ZADRUŽNA CESTA 33
8350 DOLENJSKE TOPLICE,KELTSKA ULICA 9
8350 DOLENJSKE TOPLICE,ULICA MAKSA HENIGMANA 57
8351 STRAŽA PRI NOVEM MESTU,HRUŠEVEC 55
8351 STRAŽA PRI NOVEM MESTU,ULICA TALCEV 17
8351 STRAŽA PRI NOVEM MESTU,ULICA TALCEV 26
8360 ŽUŽEMBERK,GRAJSKI TRG 41
8360 ŽUŽEMBERK,JURČIČEVA ULICA 32
9000 MURSKA SOBOTA,CANKARJEVA ULICA 113
9000 MURSKA SOBOTA,CVETKOVA ULICA 10
9000 MURSKA SOBOTA,CVETKOVA ULICA 12
9000 MURSKA SOBOTA,CVETKOVA ULICA 34
9000 MURSKA SOBOTA,DOLGA ULICA 82
9000 MURSKA SOBOTA,GRAJSKA ULICA 24
9000 MURSKA SOBOTA,GREGORČIČEVA ULICA 27 A
9000 MURSKA SOBOTA,KOCLJEVA ULICA 10
9000 MURSKA SOBOTA,KOCLJEVA ULICA 2
9000 MURSKA SOBOTA,KOCLJEVA ULICA 9
9000 MURSKA SOBOTA,LENDAVSKA ULICA 16
9000 MURSKA SOBOTA,LENDAVSKA ULICA 17 A
9000 MURSKA SOBOTA,LENDAVSKA ULICA 18
9000 MURSKA SOBOTA,MLADINSKA ULICA 10
9000 MURSKA SOBOTA,PLESE 2
9000 MURSKA SOBOTA,TRSTENJAKOVA ULICA 34
9000 MURSKA SOBOTA,TRSTENJAKOVA ULICA 69
9000 MURSKA SOBOTA,ULICA ARHITEKTA NOVAKA 13
9000 MURSKA SOBOTA,ULICA ARHITEKTA NOVAKA 9
9000 MURSKA SOBOTA,ULICA DR. VRBNJAKA 1
9000 MURSKA SOBOTA,ULICA DR. VRBNJAKA 6
9000 MURSKA SOBOTA,ULICA GENERALA MAISTRA 23
9000 MURSKA SOBOTA,ULICA PREKMURSKE ČETE 12
9000 MURSKA SOBOTA,ULICA STANETA ROZMANA 11 A
9000 MURSKA SOBOTA,ULICA STANETA ROZMANA 16
9000 MURSKA SOBOTA,ULICA ZORANA VELNARJA 2
9201 PUCONCI,PUCONCI 251
9201 PUCONCI,PUCONCI 79
9203 PETROVCI,GORNJI PETROVCI 33 A
9220 LENDAVA - LENDVA,KIDRIČEVA ULICA 34
9220 LENDAVA - LENDVA,MLINSKA ULICA 6
9220 LENDAVA - LENDVA,MLINSKA ULICA 6 E
9220 LENDAVA - LENDVA,MLINSKA ULICA 7
9220 LENDAVA - LENDVA,SLOMŠKOVO NASELJE 7
9220 LENDAVA - LENDVA,TRIMLINI 56 A
9221 MARTJANCI,MARTJANCI 29 A
9221 MARTJANCI,MARTJANCI 35
9223 DOBROVNIK - DOBRONAK,DOBROVNIK 12 A
9226 MORAVSKE TOPLICE,KRANJČEVA ULICA 14 A
9226 MORAVSKE TOPLICE,ULICA OB IGRIŠČU 3
9231 BELTINCI,BRATONCI 137
9231 BELTINCI,KOCLJEVO NASELJE 9
9231 BELTINCI,MLADINSKA ULICA 4
9231 BELTINCI,PANONSKA ULICA 35 B
9240 LJUTOMER,CESTA I. SLOVENSKEGA TABORA 2
9240 LJUTOMER,CESTA I. SLOVENSKEGA TABORA 5
9241 VERŽEJ,MAISTROVA ULICA 7
9242 KRIŽEVCI PRI LJUTOMERU,KRIŽEVCI PRI LJUTOMERU 1 B
9242 KRIŽEVCI PRI LJUTOMERU,KRIŽEVCI PRI LJUTOMERU 3 A
9242 KRIŽEVCI PRI LJUTOMERU,KRIŽEVCI PRI LJUTOMERU 34 A
9242 KRIŽEVCI PRI LJUTOMERU,LUKAVCI 64
9242 KRIŽEVCI PRI LJUTOMERU,LUKAVCI 9
9246 RAZKRIŽJE,ŠAFARSKO 24 D
9250 GORNJA RADGONA,CANKARJEVA CESTA 2
9250 GORNJA RADGONA,PARTIZANSKA CESTA 40
9250 GORNJA RADGONA,POLICE 96
9250 GORNJA RADGONA,TRATE 40
9251 TIŠINA,TIŠINA 30
9252 RADENCI,GUBČEVA CESTA 22
9252 RADENCI,LJUTOMERSKA CESTA 9
9252 RADENCI,MLADINSKA ULICA 18
9252 RADENCI,PANONSKA CESTA 15
9252 RADENCI,PANONSKA CESTA 17
9252 RADENCI,PRISOJNA CESTA 4 A
9252 RADENCI,RADGONSKA CESTA 2
9261 CANKOVA,CANKOVA 65 A
9261 CANKOVA,CANKOVA 65 B
9262 ROGAŠOVCI,ROGAŠOVCI 14 A
9263 KUZMA,KUZMA 60 L
9264 GRAD,GRAD 172 A
9264 GRAD,GRAD 187
